security_key,issuer_cik,issuer_cik_source,latest_project_ticker,structural_ambiguity_tier,ticker_like_exact_name_flag,membership_valid_from,membership_valid_to_exclusive,alias_valid_from,alias_valid_to_exclusive,authoritative_state_name,authoritative_name_source_layer,state_basis,full_normalized_alias,legal_core_alias,production_alias,alias_selection_reason,bare_ticker_qualification_source,matching_mode,policy_id,policy_sha256,bare_ticker_alias_flag
LULU,0001397187,STAGE3B2_CANDIDATE_CIK,LULU,MEDIUM,0,2023-10-18,2026-01-01,2023-10-18,2026-01-01,Lululemon Athletica Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,lululemon athletica inc,lululemon athletica,lululemon athletica,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LUMN,0000018926,STAGE3I_RESOLVED_CIK,LUMN,MEDIUM,0,2021-01-01,2023-03-20,2021-01-01,2023-03-20,Lumen Technologies,STAGE3I_MEMBERSHIP_NAME,STABLE,lumen technologies,lumen technologies,lumen technologies,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LUV,0000092380,STAGE3B2_CANDIDATE_CIK,LUV,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Southwest Airlines Co,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,southwest airlines co,southwest airlines,southwest airlines,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LVS,0001300514,STAGE3B2_CANDIDATE_CIK,LVS,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Las Vegas Sands Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,las vegas sands corp,las vegas sands,las vegas sands,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LW,0001679273,STAGE3B2_CANDIDATE_CIK,LW,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Lamb Weston Holdings Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,lamb weston holdings inc,lamb weston holdings,lamb weston holdings,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LYB,0001489393,STAGE3G_SAMPLE_CIK,LYB,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,LyondellBasell Industries N.V.,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,lyondellbasell industries n v,lyondellbasell industries n v,lyondellbasell industries n v,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LYV,0001335258,STAGE3B2_CANDIDATE_CIK,LYV,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Live Nation Entertainment Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,live nation entertainment inc,live nation entertainment,live nation entertainment,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MA,0001141391,STAGE3B2_CANDIDATE_CIK,MA,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Mastercard Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,mastercard inc,mastercard,mastercard,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MAA,0000912595,STAGE3B2_CANDIDATE_CIK,MAA,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Mid-America Apartment Communities Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,mid america apartment communities inc,mid america apartment communities,mid america apartment communities,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MAR,0001048286,STAGE3G_SAMPLE_CIK,MAR,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,"Marriott International, Inc.",STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,marriott international inc,marriott international,marriott international,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MAS,0000062996,STAGE3B2_CANDIDATE_CIK,MAS,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Masco Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,masco corp,masco,masco corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MBC,0001941365,STAGE3I_RESOLVED_CIK,MBC,HIGH,0,2022-12-15,2022-12-19,2022-12-15,2022-12-19,MasterBrand,STAGE3I_MEMBERSHIP_NAME,STABLE,masterbrand,masterbrand,masterbrand,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MCD,0000063908,STAGE3B2_CANDIDATE_CIK,MCD,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,McDonald's Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,mcdonalds corp,mcdonalds,mcdonalds,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MCHP,0000827054,STAGE3B2_CANDIDATE_CIK,MCHP,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Microchip Technology Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,microchip technology inc,microchip technology,microchip technology,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MCK,0000927653,STAGE3B2_CANDIDATE_CIK,MCK,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,McKesson Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,mckesson corp,mckesson,mckesson corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MCO,0001059556,STAGE3B2_CANDIDATE_CIK,MCO,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Moody's Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,moodys corp,moodys,moodys corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MDLZ,0001103982,STAGE3B2_CANDIDATE_CIK,MDLZ,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Mondelez International Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,mondelez international inc,mondelez international,mondelez international,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MDT,0001613103,STAGE3B2_CANDIDATE_CIK,MDT,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Medtronic PLC,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,medtronic plc,medtronic,medtronic plc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MET,0001099219,STAGE3B2_CANDIDATE_CIK,MET,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,MetLife Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,metlife inc,metlife,metlife inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
META,0001326801,STAGE3B2_CANDIDATE_CIK,META,LOW,0,2021-01-01,2026-01-01,2021-01-01,2021-10-28,FACEBOOK,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STAGE3D_AUTHORITATIVE_RENAME,facebook,facebook,facebook,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
META,0001326801,STAGE3B2_CANDIDATE_CIK,META,LOW,0,2021-01-01,2026-01-01,2021-10-28,2026-01-01,META PLATFORMS,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,POST_TRANSITION,meta platforms,meta platforms,meta platforms,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MGM,0000789570,STAGE3B2_CANDIDATE_CIK,MGM,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,MGM Resorts International,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,mgm resorts international,mgm resorts international,mgm resorts international,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MHK,0000851968,STAGE3I_RESOLVED_CIK,MHK,MEDIUM,0,2021-01-01,2025-12-22,2021-01-01,2025-12-22,Mohawk Industries,STAGE3I_MEMBERSHIP_NAME,STABLE,mohawk industries,mohawk industries,mohawk industries,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MKC,0000063754,STAGE3G_SAMPLE_CIK,MKC,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,"McCormick & Company, Incorporated",STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,mccormick and company incorporated,mccormick and,mccormick and,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MKTX,0001278021,STAGE3I_RESOLVED_CIK,MKTX,HIGH,0,2021-01-01,2025-09-22,2021-01-01,2025-09-22,MarketAxess Holdings,STAGE3I_MEMBERSHIP_NAME,STABLE,marketaxess holdings,marketaxess holdings,marketaxess holdings,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MLM,0000916076,STAGE3B2_CANDIDATE_CIK,MLM,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Martin Marietta Materials Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,martin marietta materials inc,martin marietta materials,martin marietta materials,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MMM,0000066740,STAGE3B2_CANDIDATE_CIK,MMM,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,3M Co,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,3m co,3m,3m co,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MNST,0000865752,STAGE3B2_CANDIDATE_CIK,MNST,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Monster Beverage Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,monster beverage corp,monster beverage,monster beverage,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MO,0000764180,STAGE3B2_CANDIDATE_CIK,MO,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Altria Group Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,altria group inc,altria group,altria group,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MOH,0001179929,STAGE3I_RESOLVED_CIK,MOH,MEDIUM,0,2022-03-02,2026-01-01,2022-03-02,2026-01-01,Molina Healthcare,STAGE3I_MEMBERSHIP_NAME,STABLE,molina healthcare,molina healthcare,molina healthcare,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MOS,0001285785,STAGE3B2_CANDIDATE_CIK,MOS,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Mosaic Co/The,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,mosaic co,mosaic,mosaic,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MPC,0001510295,STAGE3B2_CANDIDATE_CIK,MPC,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Marathon Petroleum Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,marathon petroleum corp,marathon petroleum,marathon petroleum,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MPWR,0001280452,STAGE3B2_CANDIDATE_CIK,MPWR,LOW,0,2021-02-12,2026-01-01,2021-02-12,2026-01-01,Monolithic Power Systems Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,monolithic power systems inc,monolithic power systems,monolithic power systems,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MRK,0000310158,STAGE3B2_CANDIDATE_CIK,MRK,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Merck & Co Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,merck and co inc,merck and,merck and co inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MRNA,0001682852,STAGE3B2_CANDIDATE_CIK,MRNA,HIGH,0,2021-07-21,2026-01-01,2021-07-21,2026-01-01,Moderna Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,moderna inc,moderna,moderna inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MRO,0000101778,STAGE3I_RESOLVED_CIK,MRO,MEDIUM,0,2021-01-01,2024-11-26,2021-01-01,2024-11-26,Marathon Oil,STAGE3I_MEMBERSHIP_NAME,STABLE,marathon oil,marathon oil,marathon oil,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MRSH,0000062709,STAGE3G_SAMPLE_CIK,MRSH,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,"Marsh & McLennan Companies, Inc.",STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,marsh and mclennan companies inc,marsh and mclennan companies,marsh and mclennan companies,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MS,0000895421,STAGE3B2_CANDIDATE_CIK,MS,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Morgan Stanley,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,morgan stanley,morgan stanley,morgan stanley,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MSCI,0001408198,STAGE3B2_CANDIDATE_CIK,MSCI,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,MSCI Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,msci inc,msci,msci inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MSFT,0000789019,STAGE3B2_CANDIDATE_CIK,MSFT,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Microsoft Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,microsoft corp,microsoft,microsoft corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MSI,0000068505,STAGE3B2_CANDIDATE_CIK,MSI,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Motorola Solutions Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,motorola solutions inc,motorola solutions,motorola solutions,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MTB,0000036270,STAGE3B2_CANDIDATE_CIK,MTB,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,M&T Bank Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,m and t bank corp,m and t bank,m and t bank corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MTCH,0000891103,STAGE3I_RESOLVED_CIK,MTCH,MEDIUM,0,2021-09-20,2026-01-01,2021-09-20,2026-01-01,Match Group,STAGE3I_MEMBERSHIP_NAME,STABLE,match group,match group,match group,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MTD,0001037646,STAGE3B2_CANDIDATE_CIK,MTD,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Mettler-Toledo International Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,mettler toledo international inc,mettler toledo international,mettler toledo international,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MU,0000723125,STAGE3B2_CANDIDATE_CIK,MU,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Micron Technology Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,micron technology inc,micron technology,micron technology,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
MXIM,0000743316,STAGE3I_RESOLVED_CIK,MXIM,LOW,0,2021-01-01,2021-08-30,2021-01-01,2021-08-30,Maxim Integrated Products,STAGE3I_MEMBERSHIP_NAME,STABLE,maxim integrated products,maxim integrated products,maxim integrated products,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
NCLH,0001513761,STAGE3B2_CANDIDATE_CIK,NCLH,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Norwegian Cruise Line Holdings Ltd,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,norwegian cruise line holdings ltd,norwegian cruise line holdings,norwegian cruise line holdings,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
NDAQ,0001120193,STAGE3B2_CANDIDATE_CIK,NDAQ,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Nasdaq Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,nasdaq inc,nasdaq,nasdaq inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
NDSN,0000072331,STAGE3B2_CANDIDATE_CIK,NDSN,HIGH,0,2022-02-15,2026-01-01,2022-02-15,2026-01-01,Nordson Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,nordson corp,nordson,nordson corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
NEE,0000753308,STAGE3B2_CANDIDATE_CIK,NEE,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,NextEra Energy Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,nextera energy inc,nextera energy,nextera energy,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
